User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
Conservative Watch USA- Marion County,,none,,,,741,,2021-09-08 07:26:02 EDT,2021/9/8,7:26:02,Status,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/188257346031319/permalink/284949716362081,"OK folks, all these liberal leftist school boards with their CRT, mask mandates, vax requirements, teachers spouting Antifa crap & replacing the American flag with the gay pride flag, all the indoctrination in the schools, etc., etc., ad nauseum; well this is where the return to normal will begin. This is where the Dems, libs, leftists, and socialists have gone too far. They did NOT think it through. People will put up with a lot of crap when it's just them being harassed, oppressed, bullied, lied to, etc. But, when you start messing with people's children, Whoa Nellie!!! If you want to see a petite, sweet, demure, Southern debutante turn into a mama bear, she wolf, lioness; mess with her children!! If you want to see a hard working, law abiding, quiet, ordinary man put a gun to the back of your head, and not give a damn about jail or prison; mess with his children!! That's when people will drop everything, say """"""""OH, HELL NO!!"""""""", fight back, and fight hard, with a vengeance!!! I think this is going to be the catalyst that wakes real Americans up and starts the push back to sanity. The normal, patriotic, freedom loving parents of America will start this """"""""push back"""""""" movement; it's already started. Then they, and hopefully the rest of us, will probably step up and say, """"""""While we're at it, we're going to clean up the rest of this mess you idiots have created!!"""""""" I may be wrong, but I believe I'm right.",,,,,,0,,,3,-8.33,-1
I support Pierre Poilievre for Conservative leader!,,none,,,,2680,,2021-12-07 09:18:33 EST,2021/12/7,9:18:33,Status,14,11,1,2,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/174149907280615/permalink/498104244885178,"Ok. When are the Bozos in Power going to admit that vax passports should be abolished cos the people with them are the ones manufacturing and carrying and spreading the new variant. I get it. It's nothing to do with health. You want compliance. Please just step to phase 2 of your dystopian Globalist plans and move straight to the digital passports. Let us people who don't want to die by Vax choose to keep our body free from this experimental molecular changing, immune system destroying injection.",,,,,,0,,,14,-2.64,1
Republicans for Pro-Choice,,none,,,,139,,2021-09-05 01:31:51 EDT,2021/9/5,1:31:51,Status,24,17,3,1,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/18170148225/permalink/10158467903623226,"Okay....I need to rant. I have a ton of liberal friends who are all for pro-choice, but then push for vaccine mandates. I'm part of a group that's all Republicans/conservatives who do not want vaccine mandates and all for pro-life. Excuse me? You can either tell someone what they are allowed to do with their body or you can't. End of story. How do these people not understand that? """"""""It's not your body..."""""""", okay, well the vaccine is to not only protect you, but other people so why don't you get it? You are killing innocent people by walking around without it.... On the flip side you have """"""""my body, my choice"""""""" unless you are talking about the vax, then it's """"""""YOU HAVE TO GET IT OR YOU'RE A MURDERER AND A HORRIBLE PERSON WHO DESERVES TO DIE"""""""" Make up your effing mind people!! Thanks for letting me vent ",,,,,,0,,,24,1.26,1
"Strong Trump Supporters, Republicans only",,none,,,,3730,,2021-12-20 08:25:43 EST,2021/12/20,8:25:43,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/233888310957959/permalink/519437629069691,"OMIGOD, OMICRON CONUNDRUMS & THOUGHTS OMICRON FACTS --- Everyones likely to get it because its so highly infectious. --- Symptoms range from none (almost everyone) to one-day sniffles and 100F fever. --- Only one person in the world has died from it (as of yesterday). --- MASKS AND VAX ARE TOTALLY USELESS (BASED ON CASE NUMBER INCREASES) IRRATIONAL RESPONSES BY MSM, BLUE STATES & FAUX-CHI --- Increase the fear-mongering and ignore the facts. --- Reinstitute/extend mask mandates (because theyve been working so well). --- Keep pushing vax and boosters (because theyve been working so well). --- Dont report hospitalizations/deaths--- only cases --- to justify mandates. MESSAGE --- Covids going to be around for a long, long time in some form or mutation. --- It cant ever be eradicated --- just like the seasonal flu. --- Continued mutations combined with natural and herd immunity make it virtually harmless. --- WE MUST LEARN TO LIVE WITH IT; TO NOT LIVE IN FEAR ABOUT IT IN OTHER WORDS STOP BEING AFRAID TO LIVE ----LIFE IS TOO SHORT --- OUR FREEDOM IS TOO VALUABLE.",,,,,,0,,,2,-17.5,1
Conservative Bless,,none,,,,5444,,2021-08-18 14:11:10 EDT,2021/8/18,14:11:10,Status,10,4,0,5,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/156589891820077/permalink/994262078052850,"One of the greatest betrayals by this government, their media and social media is the blackout and censorship of all pertinent, alternate information to make a thoughtful, knowledgeable and critical decision concerning the vax",,,,,,0,,,10,-2.6,1
Calaveras Republican Women Federated,,none,,,,103,,2021-08-18 09:49:09 EDT,2021/8/18,9:49:09,Status,12,7,3,1,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2474232899471844/permalink/3156597707902023,"OPEN YOUR EYES PEOPLE HIPPA Law out the window folks 嚙 VACCINATION CARD Hello. -Hi, table for two, please. -Sure, and your name. -Cody. -Great. And do you and your guest have your vaccination cards? -Hmmm well first..Can you tell us who our server will be? -Um, looks like Brad will be your server tonight. -Great. Can you show us Brad's vaccination card? -Um... -And also, can you provide me with proof that Brad is not a carrier of HIV, Hepatitis A or B, or any other communicable diseases? Same for you and the kitchen staff. -Um... -Also, we would prefer not to be served by someone who is on or uses recreational drugs such as marijuana, cocaine, meth, fentanyl, etc, so if you could provide us with Brad's most recent tox screen, that would be great. Matter of fact, imma need to see all of your employees medical history. -Um... Let me get the manager for you. -That would be great, thanks. Make sure they have their vax card and medical records please. Heres the thing, nobody needs restaurants. And other places. But they need us. Start standing your ground. Stolen and passing along",,,,,,0,,,12,-0.25,-1
PA Republican Leadership Council,,none,,,,1104,,2022-02-26 11:06:49 EST,2022/2/26,11:06:49,Status,22,14,5,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/479723025362/permalink/10165968260945363,"OZ is far from Republican.....why is this group allowing, Demonrat infiltrators into the group and party?!?!?!? OZ is everything the Republican Party is not......he's PRO ABORTION, He's ANTI GUN, He's ANTI 2nd AMENDMENT, He's PRO RED FLAG LAWS, He's PRO FAUCI and PRO VAX including PRO FAUCI OUCHIE!!!!! Wake up....he's TRASH and NOT A REPUBLICAN!!!!! I will delete and actively try to get others to delete any and all RINO groups that allow this garbage to continue!!!! Once again.....OZ is trash and is NOT A REPUBLICAN!!!!! WAKE UP!!!!!",,,,,,0,,,22,1.16,1
Conservative Americans for Trump,,none,,,,5076,,2022-01-26 11:30:40 EST,2022/1/26,11:30:40,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2333404530314265/permalink/3199016307086412,"People are dropping weeks or days after getting the mystery juice jab. Makes ya think about it more. Thank god you didnt. Truth is, this entire virus / vax is man created and manipulated. I dont care what you personally believe but you should be concerned and asking questions of those that had a hand in this. What happened effected the entire world. 地nd yes youre part of it too. Ask questions of those that did this and those that funded it, and those that knowingly allowed it to happen. We are One Race with One Planet and this happened to us all.",,,,,,0,,,1,-20,1
Marion County Conservative Politics,,none,,,,,,2020-04-11 18:56:11 EDT,2020/4/11,18:56:11,Status,5,4,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1727576030801194/permalink/3311842402374541,"People are giving me a headache. From 5G theories, blame this person, blame that person. """"""""They want to keep us from going to church"""""""", """"""""They want to give us a chip"""""""". The only conspiracy theory I kind of agree with is that I don't trust Bill Gate's involvement in vaccines. (I'm not anti-vax).",,,,,,0,,,5,-4.2,1
Republicans of California (Statewide),,none,,,,17511,,2020-07-25 08:54:50 EDT,2020/7/25,8:54:50,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/124739264371283/permalink/1624694857709042,"People ask me why I get down so much on folks wearing masks -- """"""""hey, Mike, if it's a person's choice why are you so opposed to it?"""""""" And they misread me entirely. Honestly, I don't care if you want to dress up like a cow or even those folks who like to be furbies (whatever the heck that is). While I've always been amused by the Japanese (who, almost no matter where they are, have been wearing masks for over half a century now -- BTW, had ZERO effect on the virus of course) I don't put them down for it. Everyone has their own phobias, me included. What I mind (and what you should as well) are those places that REQUIRE masks. And you should mind this even though you intend to wear a mask the rest of your life. Because once the government has learned they can control the sheeple like this, it will never end. The next step is to require the vax -- and if you think that won't happen, you haven't been paying attention. Three months ago I said mask wearing was going to be mandatory most places. No one believed me then, and you won't believe me now but the mandatory vax IS coming and you won't be able to opt out. It will happen just like the masks -- some places will require proof you've had it, and those places will grow until you won't be able to get in ANYWHERE (even a grocery store) without showing this proof. So it won't be """"""""mandatory"""""""" in that no one will come to your home and hold your arms to give you a shot, but it will be required the same way masks are now being required almost everywhere. Because they can, and because Big Pharma will make BILLIONS from it. And then the chip... but by that time it will be too late. You will already be doomed. You will be chipped and controlled and all you will say is """"""""how did this happen?"""""""" And it happened because you didn't care. If you don't fight back against mask wearing NOW, regardless of what you do personally, you will pay for it in the end. Just don't say I didn't warn you.",,,,,,0,,,2,-16,1
The Bucks County Conservative Republican committee PUBLIC group,,none,,,,1781,,2022-01-12 08:19:30 EST,2022/1/12,8:19:30,Status,26,4,0,21,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2427701757557295/permalink/3104770716517059,"PEOPLE... DO NOT SUPPORT ANY PERSON, BUSINESS, STATE OR CITY THAT SUPPORTS THE NAZI PRACTICE OF ASSKING PEOPLE FOR VAX CARDS TO RECIEVE SERVICES. WE CANNOT PARTICIPATE IN TYRANNY. WE HAVE TO REJECT IT. COME ON PEOPLE...START ACTING LIKE FREE AMERICANS INSTEAD OF SLAVES...",,,,,,0,,,26,-1.04,2
The Bucks County Conservative Republican committee PUBLIC group,,none,,,,1714,,2021-12-13 22:45:28 EST,2021/12/13,22:45:28,Status,22,3,5,14,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2427701757557295/permalink/3082573368736794,"Please email your elected officials and demand that they look into the massive abuse and death that Philly, bucks and montco hospitals are doing against the unvaxxed at their hospitals. Just sent all my elected officials this... We cannot live in a discriminatory state... Something needs to be done about bucks and Montgomery hospitals trying to kill the unvaxxed. Now that doylestown Abington, landsdale, Grandview and others have fired all of their unvaccinated nurses and doctors these hospitals are preying on any unvaccinated person that enters their ER. Story after story i am hearing that when covid infected non vaxxed patients enter their ER and they tell the nurses they are not vacinnated they are screamed at. The nurses scream at the patients...Why didnt you get the vax? Many are pressured into getting the vax while infected which could kill them. My friend whose unvaxxed went to landsdale hospital with his vaxxed brother. Immediately they put his vaxxed brother on monoclonal antibody transfusion and in one day he was better, whereas they put my unvaxxed friend on rundeathisnear and isolated him for 13 days almost killing him. He wanted the monoclonal antibody transfusuon and or ivermectin and they refused his wishes. How do they have rhe right to lock Americans in isolation and refuse them equal health care to the vaxxed? I hear story after story of unvaxxed patients being put on ventilators and rundeathisnear when ivermectin or a monoclonal antibody transfusion would have saved their life or saved thrm from weeks of me talking and physical suffering. We can not allow pa to be a discriminatory state. We cannot be isolated into vaxxed or unvaxxed sectors. Its unconstitutional because it violates the state and federal construction, its unethical and immoral and its goes against the decisions of the Nuremberg trials where all humans have a guarantee of informed consent. Pa is becoming an almost impossible state to live in and every Pa rep and senator has a duty to stick up for EVERY pa resident and their rights. Soon we won't have jobs in pa and God forbid if we get sick we have hospitals, doctors and nurse trying to kill the unvaccinated. Something has to be done or there will be a mass exodus of this blue state to red states that do not allow this nazi/ kgb style of modern American government. We need state reps and senators to investigate this abuse and discrimination. Please help us and help our families. Something has to be done to stop these deathtrap hospitals from tormenting or killing anymore Americans who are unvaxxed.",,,,,,0,,,22,-1.23,1
Tarrant County Republicans,,none,,,,4136,,2021-08-05 16:13:30 EDT,2021/8/5,16:13:30,Status,47,14,2,25,0,2,3,0,1,0,,-,0,0,0,,https://www.facebook.com/groups/1617609005147741/permalink/2860719470836682,"PLEASE READ AND ACT ON THE FOLLOWING IF YOU ARE BEING FORCED TO TAKE THE VAX AT WORK IN TEXAS: (please note this message is from Lori Jean at United States for Medical Freedom and Texas for Medical Freedom)  VERY IMPORTANT ANNOUNCEMENT  As of this AM we now have had TWO more Texas hospital systems announce MANDATES for the COVID-19 vaccine: METHODIST HOSPITAL SYSTEM (DFW) & BAYLOR SCOTT & WHITE HOSPITAL SYSTEM If you or anyone you know is working for these hospital systems and has proof that they are being mandated the vaccine in order to keep their job- PLEASE have them email me IMMEDIATELY with their name, what hospital system they work for, as well as any info they have received referring to the mandates. ALL YOUR INFO WILL BE KEPT CONFIDENTIAL Email me at: US4MF@protonmail.com United States for Medical Freedom & Texas for Medical Freedom are going to do everything we can to protect you but it is IMPERATIVE you share this message like WILDFIRE in every Texas group and get them to email us IMMEDIATELY. Time is of the essence and we need enough people behind us to help us protect your rights.",,,,,,0,,,47,-1.4,2
Texas Grassroots Conservative Activist Group,,none,,,,1090,,2021-07-31 00:50:54 EDT,2021/7/31,0:50:54,Status,7,2,2,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/585432394896540/permalink/3773518632754551,"PLEASE READ AND ACT ON THE FOLLOWING IF YOU ARE BEING FORCED TO TAKE THE VAX AT WORK IN TEXAS: (please note this message is from Lori Jean at United States for Medical Freedom and Texas for Medical Freedom)  VERY IMPORTANT ANNOUNCEMENT  As of this AM we now have had TWO more Texas hospital systems announce MANDATES for the COVID-19 vaccine: METHODIST HOSPITAL SYSTEM (DFW) & BAYLOR SCOTT & WHITE HOSPITAL SYSTEM If you or anyone you know is working for these hospital systems and has proof that they are being mandated the vaccine in order to keep their job- PLEASE have them email me IMMEDIATELY with their name, what hospital system they work for, as well as any info they have received referring to the mandates. ALL YOUR INFO WILL BE KEPT CONFIDENTIAL Email me at: US4MF@protonmail.com United States for Medical Freedom & Texas for Medical Freedom are going to do everything we can to protect you but it is IMPERATIVE you share this message like WILDFIRE in every Texas group and get them to email us IMMEDIATELY. Time is of the essence and we need enough people behind us to help us protect your rights.",,,,,,0,,,7,-0.59,-1
Republican Conservatives of the great state of TEXAS,,none,,,,868,,2021-07-31 00:47:34 EDT,2021/7/31,0:47:34,Status,6,3,0,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/146713812439816/permalink/1223832734727913,"PLEASE READ AND ACT ON THE FOLLOWING IF YOU ARE BEING FORCED TO TAKE THE VAX AT WORK IN TEXAS: (please note this message is from Lori Jean at United States for Medical Freedom and Texas for Medical Freedom)  VERY IMPORTANT ANNOUNCEMENT  As of this AM we now have had TWO more Texas hospital systems announce MANDATES for the COVID-19 vaccine: METHODIST HOSPITAL SYSTEM (DFW) & BAYLOR SCOTT & WHITE HOSPITAL SYSTEM If you or anyone you know is working for these hospital systems and has proof that they are being mandated the vaccine in order to keep their job- PLEASE have them email me IMMEDIATELY with their name, what hospital system they work for, as well as any info they have received referring to the mandates. ALL YOUR INFO WILL BE KEPT CONFIDENTIAL Email me at: US4MF@protonmail.com United States for Medical Freedom & Texas for Medical Freedom are going to do everything we can to protect you but it is IMPERATIVE you share this message like WILDFIRE in every Texas group and get them to email us IMMEDIATELY. Time is of the essence and we need enough people behind us to help us protect your rights.",,,,,,0,,,6,-4.17,-1
Republican Americans. We must push back. Democrats are evil.,,none,,,,9521,,2020-06-17 16:35:24 EDT,2020/6/17,16:35:24,Status,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/280869585869206/permalink/602301580392670,"Please share this , we hoping it will come by the President Donald Trump and Vladimir Putin. Cause we have enough en hes the only one who can help US!!!!! Voorbeeldbrief aan Presidenten Trump en Putin: Geschreven door Lotus Licht 17-6-2020 Culemborg The Netherlands Tot he White House To Mr. President Trump Ambassade van de Verenigde Staten van Amerika John Adams Park 1 2244BZ Wassenaar To Mr. President Poetin Consulaire Afdeling Russische Ambassade Scheveningseweg 2 2517KT Den Haag This letter is written in threefold to both Presidents Trump and Poetin via Embassy and the White House . Subject: Asking for help due to emergency situation in the Netherlands! Dear Mr. President, We are seriously worried about the situation in the Netherlands (as in most of the world) due to the covid19 crisis, the lockdowns and the coming (forced) vaccinations and the whole New World Order Plan of our government, who seem to be corrupted and influenced by the cabal. We are asking for your help! Even though there is some opening up since a few weeks in the lockdown rules, our government wants to push a law through by 1 july which takes away a good part of our rights and freedoms and will make living very different, for the mandatory distance between people of 1,5 meters will be in the law, as will be the right for police to invade our houses without cause and it will be forbidden to be together with more than 3 people and more so. Many in our country do not realise what this means and what the consequences are for our society, or they comply, even though they do not agree. Most people are not awake yet to the agenda of the New World Order and are brainwashed by and still believe in our government and the main stream media. A lot of them still believe the narrative of the pandemic instead of the plandemic which wants very different things for our future. We ask for your help. Our government does not have our best interest in mind and does not serve us the people, but their own new world order agenda. They say our only salvation and cure for the covid19 is vaccination. Even when now is clear that this is not a pandemic as has been told to us by official channels. And that the numbers are very different. Other medications and care are being shut out or denied or forbidden and censored. The government has signed a contract with Astra Zeneca, together with Germany, France and Italy for untested and unproven vaccins and are openly admitting there will also be a nanochip. Our freedoms of choice, of integrity of the body and of speech and so on are taken away from us step by step, our freedoms violated, choices taken away. We feel very cornered. Because we are awake and have informed ourselves through alternative media we know the plans of the cabal, the New World Order. We know that there will come a time where we cannot say no to the vaccin with nanochip, which will change our life in an unwanted and inhumane way. This time will be very soon if no one intervenes. Many in our country do not realise the danger for their children and themselves. They are misinformed by the government and the media. Some of us are keyboardwarriors and fight the good fight for freedom and truth. We ask for your help and intervention to stop what is coming! Please intervene!! We ask especially for the coming generations, the children who now are living in very sickening conditions, where they cannot even be free to be themselves and play with their friends and hug their grandparents. The schoolsystem is sick. We know you already saved a lot of children from the plans of the cabal and are asking you to do the same fort he dutch children and those from other countries. We want to stop the criminal activities of our government and those on very high end positions with a cabal agenda. We want to hold them accountable and judge and punish them fort heir crimes, the crimes of the past and the crimes against us in this covid19 hoax, which cost many their lives, their livelyhood and purposely crashed our economy.. Years there have been silence and muffling away of very serious crimes that have to do with human trafficking, pedofilia, abuse, drugs, rapes and more on a very high level, even up tot he royal family. The government refuses to do something about it, or is involved or is blackmailed and so forth. Very serious crimes have been hidden from us, but now everything is coming to light and we are aware it had to do with the dark forces of cabal, infiltrated deeply into our systems. We want justice and freedom from these corrupt systems. We know this can change if you help us. We are not alone, there are hundreds of thousands with us waking up to the truth. We know there is a new rightfull King of England; Joseph Gregory Hallet, John 3. That is how we also know this has remnifications for our own royal house. We also know now that our King Alexander(and before him Beatrix etc.) is illegally at the throne, for his grandmother Queen Wilhelmina fled (truncated)",,,,,,,,,2,-10.5,1
Republican Americans. We must push back. Democrats are evil.,,none,,,,9521,,2020-06-17 16:40:43 EDT,2020/6/17,16:40:43,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/280869585869206/permalink/602303900392438,"Please share this , we hoping it will come by the President Donald Trump and Vladimir Putin. Cause we have enough en hes the only one who can help US!!!!! Voorbeeldbrief aan Presidenten Trump en Putin: Geschreven door Lotus Licht 17-6-2020 Culemborg The Netherlands Tot he White House To Mr. President Trump Ambassade van de Verenigde Staten van Amerika John Adams Park 1 2244BZ Wassenaar To Mr. President Poetin Consulaire Afdeling Russische Ambassade Scheveningseweg 2 2517KT Den Haag This letter is written in threefold to both Presidents Trump and Poetin via Embassy and the White House . Subject: Asking for help due to emergency situation in the Netherlands! Dear Mr. President, We are seriously worried about the situation in the Netherlands (as in most of the world) due to the covid19 crisis, the lockdowns and the coming (forced) vaccinations and the whole New World Order Plan of our government, who seem to be corrupted and influenced by the cabal. We are asking for your help! Even though there is some opening up since a few weeks in the lockdown rules, our government wants to push a law through by 1 july which takes away a good part of our rights and freedoms and will make living very different, for the mandatory distance between people of 1,5 meters will be in the law, as will be the right for police to invade our houses without cause and it will be forbidden to be together with more than 3 people and more so. Many in our country do not realise what this means and what the consequences are for our society, or they comply, even though they do not agree. Most people are not awake yet to the agenda of the New World Order and are brainwashed by and still believe in our government and the main stream media. A lot of them still believe the narrative of the pandemic instead of the plandemic which wants very different things for our future. We ask for your help. Our government does not have our best interest in mind and does not serve us the people, but their own new world order agenda. They say our only salvation and cure for the covid19 is vaccination. Even when now is clear that this is not a pandemic as has been told to us by official channels. And that the numbers are very different. Other medications and care are being shut out or denied or forbidden and censored. The government has signed a contract with Astra Zeneca, together with Germany, France and Italy for untested and unproven vaccins and are openly admitting there will also be a nanochip. Our freedoms of choice, of integrity of the body and of speech and so on are taken away from us step by step, our freedoms violated, choices taken away. We feel very cornered. Because we are awake and have informed ourselves through alternative media we know the plans of the cabal, the New World Order. We know that there will come a time where we cannot say no to the vaccin with nanochip, which will change our life in an unwanted and inhumane way. This time will be very soon if no one intervenes. Many in our country do not realise the danger for their children and themselves. They are misinformed by the government and the media. Some of us are keyboardwarriors and fight the good fight for freedom and truth. We ask for your help and intervention to stop what is coming! Please intervene!! We ask especially for the coming generations, the children who now are living in very sickening conditions, where they cannot even be free to be themselves and play with their friends and hug their grandparents. The schoolsystem is sick. We know you already saved a lot of children from the plans of the cabal and are asking you to do the same fort he dutch children and those from other countries. We want to stop the criminal activities of our government and those on very high end positions with a cabal agenda. We want to hold them accountable and judge and punish them fort heir crimes, the crimes of the past and the crimes against us in this covid19 hoax, which cost many their lives, their livelyhood and purposely crashed our economy.. Years there have been silence and muffling away of very serious crimes that have to do with human trafficking, pedofilia, abuse, drugs, rapes and more on a very high level, even up tot he royal family. The government refuses to do something about it, or is involved or is blackmailed and so forth. Very serious crimes have been hidden from us, but now everything is coming to light and we are aware it had to do with the dark forces of cabal, infiltrated deeply into our systems. We want justice and freedom from these corrupt systems. We know this can change if you help us. We are not alone, there are hundreds of thousands with us waking up to the truth. We know there is a new rightfull King of England; Joseph Gregory Hallet, John 3. That is how we also know this has remnifications for our own royal house. We also know now that our King Alexander(and before him Beatrix etc.) is illegally at the throne, for his grandmother Queen Wilhelmina fled (truncated)",,,,,,,,,0,-42,-1
Black Republican Liberty Caucus,,none,,,,583,,2020-08-02 12:41:54 EDT,2020/8/2,12:41:54,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/322930696485/permalink/10157031078306486,Please show your support to Maine's anti vax movement!,,,,,,0,,,1,-21,1
Republican Liberty Caucus of Michigan - Founding Members & Friends...,,none,,,,611,,2021-12-07 21:51:43 EST,2021/12/7,21:51:43,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/30112954846/permalink/10159561280494847,"Prison Industries (part 3) Perhaps I'm not pointing out the correlation here between the increase of laws that could incarcerate you with what's going on today. We have mask mandates, vax mandates, and an assault on our First Amendment Right to Protest. Have you been following those people who were arrested for daring to attend the January 6 Rally in DC? How can you be arrested for Trespass on the grounds of the House of Representatives? Isn't that our house? Aren't they there to represent us? Well, it starts with conditioning at low level laws making normal behavior illegal. Now if you attend a rally or post a descanting point of view you run the risk of being investigated. Today we are watching violent criminals let out of prisons because of Covid. We are watching cities burned and looted. We are watching assaults on city streets, car jackings, murders, and prosecutors letting these people out without bail or such a low bail that they are back on the streets within 24 hours. What is it going to take for the people in this country to stand up and say enough is enough? Since 2005 our jobs have been bleeding out to China. Our companies couldn't compete with Prison wages of $.23 an hour. So they fled to China where they can legally hire slave labor. And now China is buying up what companies we have left here. From where I sit this has become an upside down world. Right is bad and Wrong is good. I'm glad that I'm 71 years old, and I know I don't have long on this earth, because it sure is going to Hell in a handbasket.",,,,,,0,,,0,-28,2
Michigan Conservatives Network,,none,,,,2733,,2021-12-07 17:36:40 EST,2021/12/7,17:36:40,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/219009881490664/permalink/4860885937303012,"Prison Industries (part 3) Perhaps I'm not pointing out the correlation here between the increase of laws that could incarcerate you with what's going on today. We have mask mandates, vax mandates, and an assault on our First Amendment Right to Protest. Have you been following those people who were arrested for daring to attend the January 6 Rally in DC? How can you be arrested for Trespass on the grounds of the House of Representatives? Isn't that our house? Aren't they there to represent us? Well, it starts with conditioning at low level laws making normal behavior illegal. Now if you attend a rally or post a descanting point of view you run the risk of being investigated. Today we are watching violent criminals let out of prisons because of Covid. We are watching cities burned and looted. We are watching assaults on city streets, car jackings, murders, and prosecutors letting these people out without bail or such a low bail that they are back on the streets within 24 hours. What is it going to take for the people in this country to stand up and say enough is enough? Since 2005 our jobs have been bleeding out to China. Our companies couldn't compete with Prison wages of $.23 an hour. So they fled to China where they can legally hire slave labor. And now China is buying up what companies we have left here. From where I sit this has become an upside down world. Right is bad and Wrong is good. I'm glad that I'm 71 years old, and I know I don't have long on this earth, because it sure is going to Hell in a handbasket. ",https://www.youtube.com/watch?v=-J5grZztDew&t=915s,,,Republicans CLASH with Liberal Reporters Over Conditions in Jail Housing January 6th Defendants!,Representative Marjorie Taylor Greene News Conference on January 6 DefendantsRep. Marjorie Taylor Greene (R-GA) and other Republican lawmakers held a news co...,0,,,0,-44,-1
佗GCCGreenville County Conservatives  & Republicans,,none,,,,2183,,2021-12-15 13:50:47 EST,2021/12/15,13:50:47,Status,43,29,4,7,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/396633517118793/permalink/4518962178219219,"PSA: Folks are heading to Orangeburg, SC where Joe Biden is speaking on Friday, to protest. People are NOT protesting at SC State -- as Rep. Clyburn has security which will keep people out -- but rather the motorcade drive-by You're advised to please bring anti vax signs, economy signs, anything you'd like to protest. NO profanity though """"""""Let's Go Brandon"""""""" should work. Meeting up with Republicans from Aiken advised.",,,,,,0,,,43,-1.02,1
Oregon:  Lane County Republicans,,none,,,,1513,,2021-09-16 09:55:24 EDT,2021/9/16,9:55:24,Status,20,14,2,4,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/101566506778/permalink/10159682464906779,Question if non-vax are required to test weekly why are the vax folks not also required to test weekly. They can carry the virus and do not know it. Remember that is why are are all wearing mask now.,,,,,,0,,,20,-1.35,3
Conservative Patriots Revival,,none,,,,1164,,2020-04-12 16:09:46 EDT,2020/4/12,16:09:46,Status,3,0,0,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/788001937903384/permalink/2863431697027054,"Quick idea: While we are stuck at home for the rest of the month we are seeing some pretty concerning things happening in our government whether it is the misinformation by media groups, fast-track vaxs threatening to not start economy back til 100 percent vax rate, mail in ballots, the incredible misuse of taxpayer dollars, (why are Congressmen still getting a salary?) either too many or too few restrictions on our personal liberties from state and local levels. We need to take this time and write our ELECTED representatives (note the word is representatives and not leaders) and express our concerns. Email is one method however the USPS is required by law to deliver postage paid mail to its destinations...bags of mail cluttering their fancy offices will make a much stronger impression. If you have kids you are facilitating their homeschooling right now take the time to have them write a good old fashioned paper letter as well. Show them by example that they need to get involved in the governing of this country...before it is too late.",,,,,,0,,,3,-6.67,-1
