User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
Cebu Mommies & Babies ¤±©â¦â¦ð©â§â,,none,,,,32810,,2022-01-03 19:31:16 EST,2022/1/3,19:31:16,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2732391883733086,"LOOKING FOR STAY IN HOUSE HELPER Starting salary = 5,000 Increase after 6 months kung maayo mu trabaho MAIN DUTIES: :check_mark: Laba :check_mark: Limpyo :check_mark: Luto :check_mark: Pakaon sa iro :check_mark: Naay 2 yr old na bata - ipabantay kung wala nay gibuhat STAY IN ONLY :check_mark: Female - 20 to 30 years old :check_mark: Once a week day off :check_mark: Own kwarto :check_mark: Free sabon, shampoo, toothpaste, napkin :check_mark: kung unsa amo sudan, mao pud imo REQUIREMENTS: :check_mark: Brgy clearance :check_mark: Valid ID :check_mark: Vaccinated or willing mgpa vax HOUSEHOLD: 3 adults + 2 yrs old LOCATION: Lourdes Drive, Tisa :x: NO CASH ADVANCE AND PADALA PLETE :x:",,,,,,0,,,1,-54,-1
Looking for baby stuff (cebu mommies only),,none,,,,59582,,2022-01-03 19:30:59 EST,2022/1/3,19:30:59,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3130960200522496,"LOOKING FOR STAY IN HOUSE HELPER Starting salary = 5,000 Increase after 6 months kung maayo mu trabaho MAIN DUTIES: :check_mark: Laba :check_mark: Limpyo :check_mark: Luto :check_mark: Pakaon sa iro :check_mark: Naay 2 yr old na bata - ipabantay kung wala nay gibuhat STAY IN ONLY :check_mark: Female - 20 to 30 years old :check_mark: Once a week day off :check_mark: Own kwarto :check_mark: Free sabon, shampoo, toothpaste, napkin :check_mark: kung unsa amo sudan, mao pud imo REQUIREMENTS: :check_mark: Brgy clearance :check_mark: Valid ID :check_mark: Vaccinated or willing mgpa vax HOUSEHOLD: 3 adults + 2 yrs old LOCATION: Lourdes Drive, Tisa :x: NO CASH ADVANCE AND PADALA PLETE :x:",,,,,,0,,,2,-30.5,-1
Looking for baby stuff (cebu mommies only),,none,,,,57012,,2021-11-27 00:20:38 EST,2021/11/27,0:20:38,Status,4,0,4,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3102434846708365,"Mga mamsh, marites, marisol ug uban pa dha:rofl::rofl: bitaw ask q ba pure breastfeeding mn q gud..and plan naq magpa vax, pero aq nabantayan lgi kay kasagaran phizer, kinsay bf moms dri na astra ang vaccine, okay ra? :heart_exclamation: ty",,,,,,0,,,4,-15.25,-1
Cebu Mommies & Babies ¤±©â¦â¦ð©â§â,,none,,,,33233,,2022-02-12 23:50:21 EST,2022/2/12,23:50:21,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2759500277688913,Mga mies makasulod sa novo or unitop bsan dli pa fully vax? Thanks,,,,,,0,,,7,-6.57,-1
Looking for baby stuff (cebu mommies only),,none,,,,59819,,2022-02-18 22:46:28 EST,2022/2/18,22:46:28,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3164425420509307,Mies makasud bag novo or kaking way vax ?,,,,,,0,,,1,-38,-1
Looking for baby stuff (cebu mommies only),,none,,,,59573,,2022-01-05 18:10:05 EST,2022/1/5,18:10:05,Status,12,0,12,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3132386630379853,Momsh nabay 1month preggy Dre nga na vaccinan? Pls respect post magpa vax unta Lage ko Ron second dose,,,,,,0,,,12,-5.08,-1
Looking for baby stuff (cebu mommies only),,none,,,,56987,,2021-11-30 00:15:45 EST,2021/11/30,0:15:45,Status,4,0,4,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3104712933147223,naa koy i ask kinsa dri ang na vaccin nga wa nay matres ok rba ? pls respect my post,,,,,,,,,4,-15.25,-1
Looking for baby stuff (cebu mommies only),,none,,,,56990,,2021-11-06 00:25:37 EDT,2021/11/6,0:25:37,Status,10,0,10,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3085198171765366,Need pa diay 2 weeks after magpa vax maka sud sa mall?,,,,,,0,,,10,-6.1,-1
DFW Moms,,none,,,,6274,,2022-01-29 23:25:29 EST,2022/1/29,23:25:29,Status,4,1,3,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1136081326809051/permalink/1401247256959122,No judgement please it's just a question.. Any pro-choice vax Doctors in this area?,,,,,,0,,,4,-7.5,1
MOMMY & BABIES- Brandbew and Preloved Stuffs ( BACOLOD CITY 6100),,none,,,,17284,,2022-01-14 18:48:38 EST,2022/1/14,18:48:38,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/264365401260102/permalink/677743039922334,Not related sa Selling .3weeks Breastfeeding mom here ...mga pila ka weeks/months si Baby kag pwede kapa vaccine ang Mommy for Covid Vax?kag anu ang nami or safe nga vaccine ...TY,,,,,,0,,,7,-4.86,-1
Looking for baby stuff (cebu mommies only),,none,,,,57105,,2021-11-20 17:55:49 EST,2021/11/20,17:55:49,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3097334823885034,Okay ra ba dli after 14days ang Vax magdala ug kids sa sto. Nino or grocery? Kay ika 3days pmn gud nako gkan Vax.. Please respect post,,,,,,0,,,7,-8.71,-1
Looking for baby stuff (cebu mommies only),,none,,,,57120,,2021-11-19 07:26:28 EST,2021/11/19,7:26:28,Status,4,1,3,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3096075344010982,OT :: Anyone here nakabalo if open vax site sa SM seaside tom (sat) ? Thanks,,,,,,0,,,4,-15.25,-1
Christian moms against vaccines,,none,,,,287,,2022-01-26 19:59:53 EST,2022/1/26,19:59:53,Status,2,1,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1072222959989098,ppl shouldnt get vaxxed bcs it stop covid form killing u (sometimes) and if god didnt write abt no damn vax in the bible so we should all get covid like good christians and die from it bcs that is what jesus wanted,,,,,,0,,,2,-0.87,0
Cebu Mommies & Babies ¤±©â¦â¦ð©â§â,,none,,,,32165,,2021-10-26 05:21:25 EDT,2021/10/26,5:21:25,Status,6,3,2,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2685379221767686,"#PTPA ctto.. mao nhe ang bag.o nga k pah gawas nhe rama nga balaod... mka gawas nah ang mga bata bsta fully vax ang mga guardian nga kyug.. CEBU CITY, Philippines  Minors aged 15 years and below can now go out in Cebu City provided they are accompanied by fully vaccinated guardians. This was the pronouncement of Acting Mayor Michael Rama as signified in the new Directive 10-25-01 setting the guidelines for the implementation of the Alert Level 2 quarantine status in the city. Generally, the stay-at-home order remains for minors below 15 years old, senior citizens above 65 years old, and people with comorbidities or pre-existing medical conditions, except for obtaining essential goods and services, for work, and other permitted activities. Since the last Executive Order, senior citizens above 65 years old may already go out as long as they are fully vaccinated. This time, the Cebu City government has allowed minors below 15 years old to also enjoy the opening of more establishments in the city, and the policy also serves as a prelude to the eventual return of the face-to-face classes. Subject to other legal restrictions, minors and children who are below 15 years of age may be allowed in authorized establishments. Provided that they must be accompanied and supervised by a parent, guardian, or responsible adult. Minors need not be accompanied for purposes of obtaining essential goods and services, stated the directive. Furthermore, minors can enter authorized establishments such as indoor dining, as long as they are accompanied by a fully vaccinated guardian.",,,,,,0,,,6,-9,-1
Looking for baby stuff (cebu mommies only),,none,,,,59232,,2022-01-01 08:12:17 EST,2022/1/1,8:12:17,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3129268594024990,Pwd ra vah mgpa vaccine 2nd dose bisag dli pa imong schedule sa pgpa vax??,,,,,,0,,,7,-8.71,-1
Cebu Mommies & Babies ¤±©â¦â¦ð©â§â,,none,,,,32754,,2022-01-19 09:45:34 EST,2022/1/19,9:45:34,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2743083789330562,Respect post: maka sud raba 8yrs old sa sm? Then Fully vax ang parents.! Heheh,,,,,,0,,,7,-6,-1
Orlando Mom's Group,,none,,,,14795,,2021-07-29 19:32:22 EDT,2021/7/29,19:32:22,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/205864026211713/permalink/2242330905898338,So what is going on with the mask mandate and covid vax being mandated?,,,,,,0,,,1,-32,0
Mothers Against Senseless Killings Staten Island,,none,,,,1130,,2021-04-19 20:21:55 EDT,2021/4/19,20:21:55,Status,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/762728180511629/permalink/3897398053711277,"The Staten Island Advance If you lose your proof of COVID-19 vaccination, you should contact the New York State COVID-19 Vaccination Hotline at 1-833-NYS-4-VAX (1-833-697-4829) and we will provide you with a copy of your immunization record from the New York State Immunization Information System, according to a statement from the New York State Department of Health.",,,,,,0,,,3,-0.81,0
Vaccinators against  Anti Vaccination Moms,,none,,,,567,,2020-12-08 10:42:28 EST,2020/12/8,10:42:28,Status,16,4,9,0,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1931920323771477/permalink/2425020497794788,This is a call to action. We must spam anti vax groups with as many shitty memes and stuff we can find. Put your images in the comments and they will be spammed.,,,,,,0,,,16,0.84,0
Anti-Vax Moms,,none,,,,,,2020-11-23 13:07:38 EST,2020/11/23,13:07:38,Status,9,4,5,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1021989831634103/permalink/1023825541450532,Vax or anti vax,,,,,,0,,,9,0.47,0
Vaccinators against  Anti Vaccination Moms,,none,,,,567,,2021-02-07 16:47:05 EST,2021/2/7,16:47:05,Status,6,5,0,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1931920323771477/permalink/2462621774034660,"Was anyone here vaccinated as a minor without the consent of their anti-vax parents? If so, what inspired you to do so? Id love to hear from you! Personally, I dont have anti-vaccine parents, but I work to support teens that do, and I recently published an op-ed in the LA Times on this issue. Im the founder of VaxTeen, which was inspired by stories of teenagers with anti-vaccine parents turning to Reddit. Its website allows teens to determine what vaccines they need and when they can receive them without parental consent in their state. VaxTeen communicates directly with teenagers and young adults to educate them on the importance of vaccines and empower them to make well-informed decisions about their health.",,,,,,0,,,6,-0.57,0
Pike County Pennsylvania Moms,,none,,,,3356,,2021-09-22 11:41:21 EDT,2021/9/22,11:41:21,Status,7,3,4,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/590411394786058/permalink/1168400136987178,"Weekend getaway help.... **Please read before answering** We love to make a trip around food. Last year we did a long weekend in NH/ME for lobster rolls (yes, everywhere we went had good rolls). We did Philly on a cheese steak 'tour' (along with history and Reading terminal). We have also done lake George. Went to a town in MA for a restaurant we saw on DDD :) We need to get away and not sure where to go! Long weekend - leave Fri morning with no more than a 6hr drive. History a plus. No where that has vax mandates! No where local.....we want to really get away, explore, eat and relax!",,,,,,0,,,7,-5,1
Cebu Mommies & Babies ¤±©â¦â¦ð©â§â,,none,,,,30333,,2021-09-03 21:12:37 EDT,2021/9/3,21:12:37,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2648475555458053,WEEKEND NA.. NUS A TA MAGKILAY??:heart_eyes::heart_eyes: Laban sa kilay mga brow sis promo!!!!!!!:hugs::hugs::grin::hugs::relaxed::relaxed::relaxed::relaxed: LESS 1000 PESOS FOR FULLY VACCINATED SISTER:hugs::hugs::hugs: Less 500 for 1 dose vaccinated sister..:relaxed::relaxed: Just present your vax card ... :boom:FREE TOUCH UP SESSION :boom:FREE AFTERCARE OINTMENT,https://www.facebook.com/BeautyMagicbyRaeArabella/photos/a.104037264308306/601827031195991/?type=3,,,Beauty Magic by Rae Arabella,"Laban sa kilay mga brow sis promo!!!!!!!ºïºïºïºï

LESS 1000 PESOS FOR FULLY VACCINATED SISTER

Less 500 for 1 dose vaccinated sister..ºïºï

Just present your vax card ...

FREE TOUCH UP SESSION
FREE AFTERCARE OINTMENT",0,,,0,-108,-1
Tribeca Moms,,parenting,,,,7178,,2022-01-31 12:27:08 EST,2022/1/31,12:27:08,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1998012103811981/permalink/3194051304208049,"Would love some general advice from parents of kids under 1: If I were to host a free indoor event in a store space (a workshop for parents returning to work from leave), would you feel comfortable coming in February, given Covid etc. We would wear masks and I think stores have to check vax cards, but I'm not sure. It's a super cool space designed for parents and babies, but I wouldn't want to offer it if people are still hesitant. TIA!",,,,,,0,,,0,-30,0
Christian moms against vaccines,,none,,,,284,,2022-01-14 05:29:35 EST,2022/1/14,5:29:35,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1064849027393158,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...",,,,,,0,,,0,-30,
Christian moms against vaccines,,none,,,,284,,2022-01-14 05:29:22 EST,2022/1/14,5:29:22,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1064848944059833,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...",,,,,,0,,,0,-30,-1
Christian moms against vaccines,,none,,,,267,,2022-01-05 10:11:53 EST,2022/1/5,10:11:53,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1059933214551406,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...",,,,,,0,,,0,-30,-1
Vaccine Free Mommies,,none,,,,427,,2022-01-14 13:10:36 EST,2022/1/14,13:10:36,Status,1,0,0,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/171198889587473/permalink/7087451091295517,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...",,,,,,0,,,1,-0.92,-1
Vaccine Free Mommies,,none,,,,426,,2022-01-05 09:26:10 EST,2022/1/5,9:26:10,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/171198889587473/permalink/7036262326414394,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...",,,,,,0,,,0,-26,-1
Mommy Needs A Recipe!!,,parenting,,,,928755,,2022-02-09 19:21:18 EST,2022/2/9,19:21:18,Status,13,3,10,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/843066235833642/permalink/2382597108547206,"Yall my immune system is shot all to hell since October 2021 between having sinus infections,strep,upper respiratory infection,viral syndrome,the pfizer vax, having covid after being fully vaxxed, and working around covid. What are some good foods to help rebuild/strengthen my immune system? im allergic to nuts,avacado,kiwi, and bananas.",,,,,,0,,,13,-4.62,1
