User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Dr. Moma COVID-19 Vaccine Recipients,"",none,,,,,,2021-04-20 01:20:18 EDT,2021-04-20,01:20:18,Status,15,4,11,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1233153177146554/permalink/1237026600092545,"I was there on 4/3 and it was complete chaos. Moma took my info and she gave me my Vax card before I entered the hallway to wait for my vaccination room. My card says Pfizer, but if they were giving both doses on the same day, how can I be certain I actually received Pfizer? She didn't know what room I would go into?","",,"","","",0,,,15,-2.4
Dr. Moma COVID-19 Vaccine Recipients,"",none,,,,421,,2021-07-14 18:54:24 EDT,2021-07-14,18:54:24,Link,14,11,3,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1233153177146554/permalink/1291236311338240,"I’m not sure if this is helpful to anyone dealing in the insurance realm, but a state spokesperson just sent me this response when I asked about the insurance legality of billing for invalid vaccines. I will include as much of that info as I can in my report at 10:00 tonight on KRDO NewsChannel 13 / KRDO.com “Are they receiving these billing statements directly from Dr. Moma or from their insurance company? More explicitly, is this a bill from Dr. Moma directly, or is this an explanation of benefits (which is different than a bill) from their insurance company? Could you please send us all the examples of this you have received? And if your viewer is comfortable, can you send us their contact information? Our team would like to connect with them. The vaccine is free. Neither insurance companies nor providers can bill a patient for a COVID-19 vaccine regardless of the circumstance. Providers cannot ask anyone to pay for the vaccine or other administrative costs, regardless of their insurance status. Providers are not allowed to turn people away because of an inability to pay or current medical coverage status. When CDPHE is aware of a provider billing a patient for the COVID-19 vaccine, we contact that provider to let them know they cannot charge patients for vaccines. Anyone who has been inappropriately billed by a provider can call our vaccine hotline at 1-877-CO VAX CO or file a report. Concerns about fraudulent billing would be referred to other appropriate federal and or state agencies for further investigation. Generally vaccine providers can request reimbursement from a patient’s health insurance, but that provider should not bill the patient. And the insurance company should not bill the patient. If anyone believes that they are receiving a bill due to a problem with their insurance (e.g., the insurance is not paying the vaccine provider appropriately or on time, or the insurance company has made a mistake), the patient can contact the Colorado Division of Insurance to ask questions or file a complaint - 303-894-7490 / DORA_Insurance@state.co.us / doi.colorado.gov. If this communication is from their insurance company and asking for payment, the person can also file a complaint with the Colorado Division of Insurance. We are confident that the vast majority of COVID-19 vaccine providers are aware they cannot charge and are not trying to do so, and those who have inappropriately charged have reversed it once they became aware they cannot charge. “",http://doi.colorado.gov/,,"",Home | DORA Division of Insurance,File a Complaint Health Insurance Homeowners & Renters Insurance Auto Insurance Life Insurance & Annuities /sites/doi/files/styles/flexslider_full/public/images/doi_header_2_0.png Welcome to the Colorado Division of Insurance The Colorado Division of Insurance (DOI) regulates the insurance industry....,0,,,14,-1.64
Dr. Moma COVID-19 Vaccine Recipients,"",none,,,,,,2021-04-19 14:49:10 EDT,2021-04-19,14:49:10,Status,11,2,9,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1233153177146554/permalink/1236758863452652,"Hello my parents got there first vax from this clinic. They do not have a Facebook so I joined this group for them.😞 I advised them to get an anti-bodies test both came back positive, has anyone else got one? Is a third shot necessary? Pfizer wouldn’t release any information on a third vax but the state is saying get a third. What a mess! Any feedback would be greatly appreciated.","",,"","","",0,,,11,-3.27
EAST NORTHPORT MOMS AND DADS IN BUSINESS,"",none,,,,947,,2021-06-03 12:56:17 EDT,2021-06-03,12:56:17,Link,6,1,5,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/375859336118446/permalink/1412068519164184,"Did you know that in NY, if you get your 12-17 year old vaccinated against Covid-19, you could win a full scholarship, including room and board, to an in state, public university or college? For more information as you think about college, like College Financial Prep and Preparing 4 College - Parents Group. ",https://dailyvoice.com/new-york/nassau/news/covid-19-nassau-resident-wins-college-scholarship-in-ny-vax-campaign/810134/,,"",COVID-19: Long Island Resident Wins College Scholarship In NY Vax Incentive Campaign,"A student on Long Island will receive a full ride to any SUNY or CUNY school she desires after being chosen as a first-round winner of New York’s “Get a Shot to Make Your Future’ COVID vaccination campaign.Last week, New York Gov. Andrew C…",0,,,6,0
Emjondolo eMotherwell,"",none,,,,30078,,2021-10-30 07:54:55 EDT,2021-10-30,07:54:55,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/346528530114639/permalink/603012254466264,Nina sebe vaccin(ile) ingaba seni ready for iBooster Short...?🤔🤔🤔,"",,"","","",,,,7,-7
Everything Naperville Mom's Network,"",parenting,,,,3915,,2021-07-20 22:02:09 EDT,2021-07-20,22:02:09,Link,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/972981396102116/permalink/4444082682325286,An important read from one of the top experts at Johns Hopkins….,https://www.medpagetoday.com/opinion/marty-makary/93029,,"",Think Twice Before Giving the COVID Vax to Healthy Kids,"Based on the data to date, there's no compelling case for it right now",0,,,3,-0.83
Everything Naperville Mom's Network,"",parenting,,,,3697,,2021-06-11 17:24:23 EDT,2021-06-11,17:24:23,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/972981396102116/permalink/4345545678845654,"from the leading authority on this issue, who has been outspoken throughout this pandemic- and right every time. Dr. Marty Makary of Johns Hopkins. Kids do NOT need to be vaccinated. NO scientific data shows they should.",https://www.medpagetoday.com/opinion/marty-makary/93029,,"",Think Twice Before Giving the COVID Vax to Healthy Kids,"Based on the data to date, there's no compelling case for it right now",0,,,0,-36
fairydealmother deals group,"",none,,,,7140,,2021-12-17 15:30:19 EST,2021-12-17,15:30:19,Photo,9,4,4,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1837373616526483/permalink/2942466356017198,"5-Pack for your whole family. Standard 4 x 3 Inch C o v i d Vaccine Vax Card Protector Holder Record ID Badge Card Holder (5 Pack) - Clear Vinyl Plastic Sleeve with Waterproof Resealable Zip by Sheebo $4.25 (reg $8.49) when you click to activate promo (50% off, says exp 12/31 but can exp anytime) >>> https://amzn.to/3EO6SZv (FDM commissioned links) #storage #organization #officesupplies #personalcare",https://www.facebook.com/fairydealmother/photos/gm.2942466356017198/1324747847938396/?type=3,,"","","",0,,,9,-0.44
fairydealmother deals group,"",none,,,,7158,,2022-01-10 14:17:08 EST,2022-01-10,14:17:08,Photo,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1837373616526483/permalink/2958580387739128,"This deal is back! 5-Pack for your whole family. Standard 4 x 3 Inch C o v i d Vaccine Vax Card Protector Holder Record ID Badge Card Holder (5 Pack) - Clear Vinyl Plastic Sleeve with Waterproof Resealable Zip by Sheebo $4.25 (reg $8.49) when you click to activate promo (50% off, says exp 1/31 but can exp anytime) >>> https://amzn.to/33bG2wn (FDM commissioned links) #personalcare #pandemicproducts #officesupplies #storage #organization",https://www.facebook.com/fairydealmother/photos/gm.2958580387739128/1339371686476012/?type=3,,"","","",0,,,3,-0.81
fairydealmother deals group,"",none,,,,7141,,2021-12-22 14:20:44 EST,2021-12-22,14:20:44,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1837373616526483/permalink/2945768072353693,"4 x 3 Inch C o v i d Vaccine Vax Card Protector Holder Record ID Badge Plastic Sleeve Pouch with 3 Lanyard Slots by SAMERIVER $3.49 (reg $6.99) when you click to activate promo (50% off, says exp 12/22 but can exp anytime) >>> https://amzn.to/3JbKYSI (FDM commissioned links) Also see this deal: https://www.facebook.com/groups/fairydealmother/permalink/2942466356017198/ #storage #organization #officesupplies #personalcare",https://www.facebook.com/fairydealmother/photos/gm.2945768072353693/1327767747636406/?type=3,,"","","",0,,,1,-0.94
Fraternal Order of Eagles - Mother Aerie #1,"",none,,,,323,,2021-12-12 16:12:06 EST,2021-12-12,16:12:06,Status,5,3,0,0,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/144901385521347/permalink/5086366628041440,"Hi to all Seattle #1 Auxiliary Sisters, I hope you are having a good afternoon. As always, our Madam President Patti Kerrigan has asked me to pass this on. Good news is Patti is out of the hospital and doing better. We have a meeting Monday night 12/13/2021 at 7:00 PM downstairs in the meeting room. We are doing a Christmas gift exchange with a $10.00 limit and treats to follow the meeting. Masks required, your vax card and 6 feet apart is mandatory. Keep safe and hope to see you tomorrow night.🦅⛄️🤶🎅🌲","",,"","","",0,,,5,-5
GEMs Grace Every Moment,"",none,,,,1240,,2021-10-10 11:26:48 EDT,2021-10-10,11:26:48,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/491059747737724/permalink/2016777045165979,This war against the UNVAXXED must end,https://www.reuters.com/world/europe/italian-police-use-water-cannon-push-back-anti-vax-protesters-rome-2021-10-09/?utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=facebook,,"",Italian police use water cannon to push back anti-vax protesters in Rome,"",0,,,0,-18
Good God Moments,"",none,,,,,,2021-08-21 14:03:18 EDT,2021-08-21,14:03:18,Status,5,3,1,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/181209085766781/permalink/916785362209146,"When is mankind going to understand that their lives lies in the hands of the Living God who gives life and takes it away? No amount of pharmaceutical drugs in the world can keep you alive if God says that your time is up. And there is no disease, virus, sickness that can kill you if God says that you shall live. Wake up; it's not the vax that gives life, makes it possible for you to live and overcome sickness; it is the Living God and Him alone; Amen; be blessed! © Shatia Story 💙💙💙💙","",,"","","",0,,,5,-6
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,19035,,2021-11-30 22:27:46 EST,2021-11-30,22:27:46,Status,20,3,15,0,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1518617008506386,"Urgent hiring ‼️‼️ Massage therapist for high end chinese spa. 3weeks stay in. Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami ❤ kaya sure kikita Send setcard kapag ok pwede na direct duty ❤","",,"","","",0,,,20,-1.6
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,21049,,2022-01-22 19:30:39 EST,2022-01-22,19:30:39,Photo,12,0,12,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1553788221655931,Looking for work. Stay in/out. Badly needed. Yung direct. no go see na po sana.. Slightly chubby Morena 5'3 Fully vax.,https://www.facebook.com/photo.php?fbid=5041926079192080&set=gm.1553788221655931&type=3,,"",Photos from Ek Ha Ng's post,"",0,,,12,-4.25
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,21954,,2022-02-08 05:35:58 EST,2022-02-08,05:35:58,Status,7,2,5,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1564307327270687,"URGENT HIRING ‼️ Massage therapist for high end chinese spa 📌 All in free (food,wifi, accomodation) 📌 Must be pretty and slim or curvy. 📌 20-30 yrs old 📌 fully vax is a must 📌 You can earn 15k to 30k up per month PM for interested applicant APPLY NOW‼️","",,"","","",0,,,7,-3.57
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,19552,,2021-12-11 23:04:36 EST,2021-12-11,23:04:36,Status,6,3,2,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1526071987760888,"URGENT HIRING‼️‼️ Massage therapist for high end chinese spa. 3weeks stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok, pwede na direct duty agad ❤","",,"","","",0,,,6,-4.67
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,20587,,2022-01-11 08:07:29 EST,2022-01-11,08:07:29,Status,5,1,3,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1546159475752139,"URGENT HIRING‼️‼️ Massage therapist for high end chinese spa. 1 month stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ But still need to go swab test. (shoulder ng company) You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok kay madam pwede na direct duty agad ❤","",,"","","",0,,,5,-6.8
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,20721,,2022-01-13 05:42:34 EST,2022-01-13,05:42:34,Status,4,2,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1547368765631210,"URGENT HIRING‼️‼️ Massage therapist for high end chinese spa. 1 month stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ But still need to go swab test. (shoulder ng company) You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok kay madam pwede na direct duty agad ❤","",,"","","",0,,,4,-8.5
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,20273,,2022-01-02 16:55:20 EST,2022-01-02,16:55:20,Status,3,0,3,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1540559349645485,"URGENT HIRING‼️‼️ GOSEE GOSEE ON JANUARY O7, 2022 ❤ Massage therapist for high end chinese spa. 3weeks stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok, pwede na direct duty agad ❤","",,"","","",0,,,3,-9.67
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,20240,,2021-12-31 13:10:03 EST,2021-12-31,13:10:03,Status,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1539058163128937,"URGENT HIRING‼️‼️ Massage therapist for high end chinese spa. 3weeks stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok, pwede na direct duty agad ❤","",,"","","",0,,,2,-14.5
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,19078,,2021-12-02 18:52:11 EST,2021-12-02,18:52:11,Status,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1519911455043608,"URGENT HIRING‼️‼️ Massage therapist for high end chinese spa. 3weeks stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok, pwede na direct duty agad ❤","",,"","","",0,,,2,-12.5
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,19750,,2021-12-17 04:05:08 EST,2021-12-17,04:05:08,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1529623997405687,"URGENT HIRING‼️‼️ Massage therapist for high end chinese spa. 3weeks stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok, pwede na direct duty agad ❤","",,"","","",0,,,0,-70
GOSEE/TALENTS/ CCA/ LOUNGE/KTV/CLUB/BAR/LOUNGE/RAKET/ MODELS ni momie kim,"",none,,,,19552,,2021-12-11 23:05:10 EST,2021-12-11,23:05:10,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/309554889412610/permalink/1526072187760868,"URGENT HIRING‼️‼️ Massage therapist for high end chinese spa. 3weeks stay in (mandatory) Location: Pasay City, Manila All in free(food,wifi, accomodation) Must be pretty and slim or curvy. fully vax is a must ❤ You can earn 15k to 30k up per week, Maraming chinese guest at di mo need makipag kumpetensya dahil limited slots lang kami, kaya sure kikita ka talaga lalo na depende sa sipag mo. Send your setcard kapag ok, pwede na direct duty agad ❤","",,"","","",0,,,0,-56
GRAHAM ALLEN ~ THE DAILY RANTS GUY ~ Calls me Mom...!,"",none,,,,2434,,2021-07-07 22:37:06 EDT,2021-07-07,22:37:06,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/357212764660998/permalink/1376542806061317,"So, now lots of bldgs in Surfside, FL have been dropped by controlled demolitions. Joe speaks to the mayor the day before, and says he's going to visit. Bldgs being condemned to inch the feds into Florida? Who knows. Then, of course, I hope no one got the shot, but this has been a way to transhumanise people quickly. High Court already came down on what biological material can be patented. That which occurs naturally... So, technically, altered human beings can fall under a patent. All vaccine volunteers may have just given away the rights the Creator gave them. I think my state is so stupid that we may be the state who has accepted the vax less than any other. Wouldn't be the first time. Looks like we have 4 Joes right now. I think one is in Walter Reid. That could be the real one. I am convinced that Hillary's been gone for quite some time. The Giuliani raid was said to be after an encrypted copy of the Hillary execution. Oh, yeah. Pics of the Surfside demolition are being wiped rather quickly. Also, the IDF, that's """"Israeli Defense Force"""" is there doing lots of things. They are like ants. Are more explosions expected, or may this be terrorist related? Why are they doing heavy lifting in FL? Someone Chinese has been arrested in association with the thing. I heard this a long time back, and he said it. So, it may be true. Inhaling steam several times a day kills the thing. Imagine that? I have finally found out what you can get otc to use for prophylaxis. Querciten with zinc. It has the same moa as HDQ, so if it gets the zinc into the cells, it should work. I hope I spelled it right. You take that with a high dose of vitamin C. Of course, always watch D3 levels. Bromaine may, also, help. There is an actual clinical trial in France using this cocktail right now. Oh... Concerning people being able to sue for damages... There may be a way to maneuver around the experimental """"vaccine"""". It kinda revolves around the fact that this shot was DECEPTIVE. It is not a vaccine. It's, actually, only supposed to lessen symptoms, and not exactly provide immunity. You are not supposed to be enabled to fight the pathogen, and not infect others. People are making others sick. The files are clearly labeled """" vaccine """". It is NOT a vaccine. Think about all the deception involved. The clinical trial of this gene therapy won't be completed until 2024. And it still won't be a vaccine. So far as the situation in the country is concerned, things are heating up fast. However, we are getting closer to 81% understanding something very strange happened in the election. Chatter is being monitored to access the support of the people. So... Be a broken record, and keep writing it somewhere. The military wants 81%. We are almost there. Remember, we are at war. Love, C","",,"","","",0,,,0,-46
Grass Valley & Nevada City Mamas,"",none,,,,1230,,2021-12-30 12:24:36 EST,2021-12-30,12:24:36,Status,14,3,10,0,0,0,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/943406202392882/permalink/4914953818571414,I’m going to have a baby in August and I’m a little worried about the vaccine situation. Do hospitals force vaccinate babies or pregnant mamas? Is there any way to opt out of having my child jabbed? I’m not looking for comments to be flooded with pro vax lectures please? Simply seeking information on the side of anti vax rights.,"",,"","","",0,,,14,0.74
Hemophilia Mother,"",none,,,,9512,,2021-10-03 16:25:36 EDT,2021-10-03,16:25:36,Status,24,1,22,0,0,0,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/117299178301385/permalink/4701819633182627,"Hi there.. I really do not want to start a debate so, let's not go there. But, my son is 11 severe hemo B. I'm just wondering what some experiences are with the Covid vax and our hemo children? No arguing lol just info please! My severe b Dad was a victim of the hemophilia holocaust so, medically I have little trust when the government is in charge.","",,"","","",0,,,24,-1.46
Hemophilia Mother,"",none,,,,9852,,2022-02-11 14:45:10 EST,2022-02-11,14:45:10,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/117299178301385/permalink/5158171584214094,"Hello good day! I'ts been 6 hrs after My brother, 18 y/o, who is a hemophilia A severe, had his 1st dose of covid19 vaccine! It's astrazeneca! I followed the NHS St. George hospital UK guidelines prior to IM injection and it felt great! he's still under my observation for signs and symptoms of bleeding and covid vax side effects. I hope everything will be alright! Keep safe everyone! (He felt sleepy after vaccine)",https://www.facebook.com/photo.php?fbid=1833439516852795&set=gm.5158171580880761&type=3,,"",Photos from Mina Akmad's post,"",0,,,1,-54
Hicksville Moms,"",none,,,,,,2021-03-16 22:16:12 EDT,2021-03-16,22:16:12,Photo,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/102474284817/permalink/10158812992554818,"From the Office of Legislator Arnold W. Drucker New York State will open THREE (3) new mass vaccination sites on Long Island this Friday, March 19th, 2021. These locations are: SUNY Old Westbury Clark Center - Gate C 223 Store Hill Road Old Westbury, NY​ Suffolk Community College Brentwood Campus 502 Wicks Road Brentwood, NY SUNY Stony Brook SH Campus 70 Tuckahoe Road Southampton, NY Appointments will become available for scheduling TOMORROW on Wednesday, March 17th, 2021 at 8:00am. Appointments can be made online at https://am-i-eligible.covid19vaccine.health.ny.gov/ or by calling the State's COVID-19 Vaccine Hotline at 1-833-NYS-4-VAX (1-833-697-4829).",https://www.facebook.com/photo.php?fbid=10105192200979687&set=gm.10158812992554818&type=3,,"","","",0,,,2,-0.89
Hip and Frugal Mamas,"",parenting,,,,5211,,2022-02-11 10:21:19 EST,2022-02-11,10:21:19,Link,2,1,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1505083299513875/permalink/5119514481404054,Passport + Vax Card Holder is just $5.99!! https://amzn.to/3oGEkuU Use code 40IIK92I to score the deal! Lots of colors to choose from too!,https://amzn.to/3oGEkuU,,"",Passport Holder with Vaccine Card Slot，Passport and Vaccine Card Holder Combo，Passport Cases Passport Holder Passport Cover with Vaccine Card Holder，Passport Book and Vaccine Card Holder,This particular travel accessory is a traditional foldable passport cover but it also includes a clear plastic slot for a CDC vaccination card. The crystal clear TPU plastic sleeve makes showing your vaccine card super easy without having to remove it from the vaccine card sleeve and risk damage....,0,,,2,-0.75
Hippie Love Peace with Shamanluna Music and Life with mother earth,"",none,,,,15971,,2020-05-19 06:29:00 EDT,2020-05-19,06:29:00,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/917150508344918/permalink/3150369108356369,"Food for thought: """"[#BillGates](https://www.facebook.com/hashtag/billgates?__eep__=6&hc_location=ufi) is the world’s largest vaccine producer and the single largest donor to [#WHO](https://www.facebook.com/hashtag/who?__eep__=6&hc_location=ufi) and the [#CDC](https://www.facebook.com/hashtag/cdc?__eep__=6&hc_location=ufi) Foundation. Those agencies are now marketing arms for his vaccine empire. In January 2019, [#Gates](https://www.facebook.com/hashtag/gates?__eep__=6&hc_location=ufi) had WHO declare “vaccine hesitancy” the top “global health threat” (with Ebola, cancer, war, and drug-resistant pathogens), signaling a worldwide [#Pharma](https://www.facebook.com/hashtag/pharma?__eep__=6&hc_location=ufi) Gold Rush to mandate vaccines to all people. Gates maxed-out in donations to Intelligence Committee Chair Adam Schiff’s PAC. In February 2019, Schiff wrote to Facebook, Google, Amazon, and Pinterest, demanding they censor “vaccine misinformation,” a term meaning all skepticism toward government and industry pronouncements about vaccine safety or efficacy––whether true or not. “Vaccines are both effective and safe,” Schiff wrote. “There is no evidence to suggest that vaccines cause life-threatening or disabling disease.” This was misinformation. A year earlier, Schiff pushed a bill to hike the Vaccine Court admin budget to $11,200,000 to reduce vaccine injury backlogs. The court had already paid out $4 billion for vaccine deaths and disabilities. Facebook and Pinterest said that they will rely on Gates’s WHO and CDC to say which on-line statements are “misinformation or hoaxes.” Facebook and Google hired “FactChecker” (Politifact) to censor vaccine misinformation. The Gates Foundation is “FactChecker’s” largest funder. In his article, “Fact Checker, a Propaganda Device,” investigative journalist [#jeremyhammond](https://www.facebook.com/hashtag/jeremyhammond?__eep__=6&hc_location=ufi) JeremyHammond concludes, “Facebook is guilty of misinforming its users about vaccine safety…They have no problem with lies about vaccine safety and effectiveness, as long as it’s intended to persuade parents to vaccinate their children.” On May 4, 2017, FactChecker declared false Del Bigtree’s statement, “Vaccines include aluminum and mercury, which are neurotoxins, and vaccines cause encephalopathy.” FactChecker explained, “Current data show vaccines are safe and do not cause toxicity or encephalopathy.” Manufacturer’s inserts reveal that many vaccines contain aluminum and mercury, and cause encephalopathy. Finally massive gifts to [#NPR](https://www.facebook.com/hashtag/npr?__eep__=6&hc_location=ufi) & [#PBS](https://www.facebook.com/hashtag/pbs?__eep__=6&hc_location=ufi) buy Gates biased vax coverage from public media.[#highwire](https://www.facebook.com/hashtag/highwire?__eep__=6&hc_location=ufi) """"","",,"","","",0,,,0,-32
